SCENARIO,1,Ollama,AIReN,turn,0,20260226,092841.json,85,78,80
SCENARIO,1,Ollama,AIReN,turn,1,20260226,103956.json,85,65,70
SCENARIO,1,Ollama,AIReN,turn,2,20260226,114653.json,85,70,80
SCENARIO,1,Ollama,AIReN,turn,3,20260226,125137.json,85,75,80
SCENARIO,1,Ollama,AIReN,turn,4,20260226,140555.json,85,75,80
SCENARIO,1,Ollama,AIReN,turn,5,20260226,151917.json,85,78,80
SCENARIO,1,Ollama,AIReN,turn,6,20260226,162306.json,85,70,75
SCENARIO,1,Ollama,AIReN,turn,7,20260226,172649.json,88,82,85
SCENARIO,1,Ollama,AIReN,turn,8,20260226,184459.json,80,70,75
SCENARIO,1,Ollama,AIReN,turn,9,20260226,195847.json,80,75,78
SCENARIO,2,Ollama,AIReN,turn,0,20260226,094754.json,85,83,88
SCENARIO,2,Ollama,AIReN,turn,1,20260226,105323.json,85,75,80
SCENARIO,2,Ollama,AIReN,turn,2,20260226,115823.json,85,75,80
SCENARIO,2,Ollama,AIReN,turn,3,20260226,130855.json,85,78,80
SCENARIO,2,Ollama,AIReN,turn,4,20260226,141922.json,75,70,80
SCENARIO,2,Ollama,AIReN,turn,5,20260226,153306.json,80,68,75
SCENARIO,2,Ollama,AIReN,turn,6,20260226,163545.json,75,70,80
SCENARIO,2,Ollama,AIReN,turn,7,20260226,173850.json,70,65,68
SCENARIO,2,Ollama,AIReN,turn,8,20260226,190121.json,85,75,80
SCENARIO,2,Ollama,AIReN,turn,9,20260226,201316.json,85,75,80
SCENARIO,3,Ollama,AIReN,turn,0,20260226,095909.json,85,70,80
SCENARIO,3,Ollama,AIReN,turn,1,20260226,110758.json,85,75,80
SCENARIO,3,Ollama,AIReN,turn,2,20260226,120846.json,90,88,90
SCENARIO,3,Ollama,AIReN,turn,3,20260226,132325.json,85,75,80
SCENARIO,3,Ollama,AIReN,turn,4,20260226,143444.json,85,70,75
SCENARIO,3,Ollama,AIReN,turn,5,20260226,154412.json,78,68,70
SCENARIO,3,Ollama,AIReN,turn,6,20260226,164601.json,85,72,78
SCENARIO,3,Ollama,AIReN,turn,7,20260226,175443.json,85,75,80
SCENARIO,3,Ollama,AIReN,turn,8,20260226,191614.json,85,65,70
SCENARIO,3,Ollama,AIReN,turn,9,20260226,202301.json,85,78,80
SCENARIO,4,Ollama,AIReN,turn,0,20260226,101015.json,80,70,75
SCENARIO,4,Ollama,AIReN,turn,1,20260226,112254.json,85,70,75
SCENARIO,4,Ollama,AIReN,turn,2,20260226,122100.json,85,75,80
SCENARIO,4,Ollama,AIReN,turn,3,20260226,133644.json,85,75,80
SCENARIO,4,Ollama,AIReN,turn,4,20260226,145034.json,85,70,75
SCENARIO,4,Ollama,AIReN,turn,5,20260226,155821.json,85,70,80
SCENARIO,4,Ollama,AIReN,turn,6,20260226,170307.json,80,70,75
SCENARIO,4,Ollama,AIReN,turn,7,20260226,181209.json,85,75,80
SCENARIO,4,Ollama,AIReN,turn,8,20260226,192927.json,85,80,82
SCENARIO,4,Ollama,AIReN,turn,9,20260226,204140.json,80,70,75
SCENARIO,5,Ollama,AIReN,turn,0,20260226,102148.json,85,78,80
SCENARIO,5,Ollama,AIReN,turn,1,20260226,113415.json,82,78,80
SCENARIO,5,Ollama,AIReN,turn,2,20260226,123645.json,85,75,80
SCENARIO,5,Ollama,AIReN,turn,3,20260226,134914.json,85,75,80
SCENARIO,5,Ollama,AIReN,turn,4,20260226,150222.json,85,80,78
SCENARIO,5,Ollama,AIReN,turn,5,20260226,160908.json,85,75,80
SCENARIO,5,Ollama,AIReN,turn,6,20260226,171522.json,85,75,80
SCENARIO,5,Ollama,AIReN,turn,7,20260226,182748.json,75,65,70
SCENARIO,5,Ollama,AIReN,turn,8,20260226,194247.json,85,70,80
SCENARIO,5,Ollama,AIReN,turn,9,20260226,205559.json,85,75,80
SCENARIO,1,Ollama,Guided,turn,0,20260225,145850.json,85,75,80
SCENARIO,1,Ollama,Guided,turn,1,20260225,152501.json,85,75,80
SCENARIO,1,Ollama,Guided,turn,2,20260225,155051.json,78,68,70
SCENARIO,1,Ollama,Guided,turn,3,20260225,161510.json,85,75,80
SCENARIO,1,Ollama,Guided,turn,4,20260225,163742.json,85,70,75
SCENARIO,1,Ollama,Guided,turn,5,20260225,171220.json,85,75,80
SCENARIO,1,Ollama,Guided,turn,6,20260225,173814.json,78,80,82
SCENARIO,1,Ollama,Guided,turn,7,20260225,180229.json,88,78,80
SCENARIO,1,Ollama,Guided,turn,8,20260225,182819.json,85,65,70
SCENARIO,1,Ollama,Guided,turn,9,20260225,185133.json,58,52,55
SCENARIO,2,Ollama,Guided,turn,0,20260225,150452.json,85,75,80
SCENARIO,2,Ollama,Guided,turn,1,20260225,153012.json,82,85,88
SCENARIO,2,Ollama,Guided,turn,2,20260225,155529.json,85,80,78
SCENARIO,2,Ollama,Guided,turn,3,20260225,162006.json,85,70,75
SCENARIO,2,Ollama,Guided,turn,4,20260225,165201.json,85,88,90
SCENARIO,2,Ollama,Guided,turn,5,20260225,171740.json,75,70,68
SCENARIO,2,Ollama,Guided,turn,6,20260225,174419.json,70,65,68
SCENARIO,2,Ollama,Guided,turn,7,20260225,180617.json,70,60,65
SCENARIO,2,Ollama,Guided,turn,8,20260225,183235.json,85,75,80
SCENARIO,2,Ollama,Guided,turn,9,20260225,185708.json,85,78,82
SCENARIO,3,Ollama,Guided,turn,0,20260225,151154.json,60,55,58
SCENARIO,3,Ollama,Guided,turn,1,20260225,153714.json,85,75,80
SCENARIO,3,Ollama,Guided,turn,2,20260225,160134.json,80,70,75
SCENARIO,3,Ollama,Guided,turn,3,20260225,162417.json,85,70,80
SCENARIO,3,Ollama,Guided,turn,4,20260225,165734.json,85,65,70
SCENARIO,3,Ollama,Guided,turn,5,20260225,172435.json,75,65,70
SCENARIO,3,Ollama,Guided,turn,6,20260225,174901.json,85,75,80
SCENARIO,3,Ollama,Guided,turn,7,20260225,181127.json,85,75,80
SCENARIO,3,Ollama,Guided,turn,8,20260225,183743.json,85,82,80
SCENARIO,3,Ollama,Guided,turn,9,20260225,190101.json,85,75,80
SCENARIO,4,Ollama,Guided,turn,0,20260225,151543.json,85,70,80
SCENARIO,4,Ollama,Guided,turn,1,20260225,154206.json,75,70,80
SCENARIO,4,Ollama,Guided,turn,2,20260225,160521.json,85,60,70
SCENARIO,4,Ollama,Guided,turn,3,20260225,162913.json,60,55,58
SCENARIO,4,Ollama,Guided,turn,4,20260225,170123.json,70,65,68
SCENARIO,4,Ollama,Guided,turn,5,20260225,172957.json,80,70,75
SCENARIO,4,Ollama,Guided,turn,6,20260225,175301.json,85,70,80
SCENARIO,4,Ollama,Guided,turn,7,20260225,181649.json,70,65,68
SCENARIO,4,Ollama,Guided,turn,8,20260225,184227.json,85,75,80
SCENARIO,4,Ollama,Guided,turn,9,20260225,190806.json,70,55,60
SCENARIO,5,Ollama,Guided,turn,0,20260225,151956.json,85,75,80
SCENARIO,5,Ollama,Guided,turn,1,20260225,154717.json,70,65,68
SCENARIO,5,Ollama,Guided,turn,2,20260225,160905.json,70,60,65
SCENARIO,5,Ollama,Guided,turn,3,20260225,163357.json,80,65,70
SCENARIO,5,Ollama,Guided,turn,4,20260225,170614.json,85,65,70
SCENARIO,5,Ollama,Guided,turn,5,20260225,173338.json,80,70,75
SCENARIO,5,Ollama,Guided,turn,6,20260225,175708.json,85,75,80
SCENARIO,5,Ollama,Guided,turn,7,20260225,182327.json,85,70,75
SCENARIO,5,Ollama,Guided,turn,8,20260225,184718.json,85,70,75
SCENARIO,5,Ollama,Guided,turn,9,20260225,191315.json,78,65,70
SCENARIO,1,Ollama,NoGuided,turn,0,20260225,150048.json,75,60,70
SCENARIO,1,Ollama,NoGuided,turn,1,20260225,152735.json,78,65,70
SCENARIO,1,Ollama,NoGuided,turn,2,20260225,155244.json,80,70,75
SCENARIO,1,Ollama,NoGuided,turn,3,20260225,161646.json,85,88,90
SCENARIO,1,Ollama,NoGuided,turn,4,20260225,164001.json,75,70,68
SCENARIO,1,Ollama,NoGuided,turn,5,20260225,171512.json,78,62,70
SCENARIO,1,Ollama,NoGuided,turn,6,20260225,174053.json,85,75,80
SCENARIO,1,Ollama,NoGuided,turn,7,20260225,180432.json,60,55,58
SCENARIO,1,Ollama,NoGuided,turn,8,20260225,183036.json,85,80,80
SCENARIO,1,Ollama,NoGuided,turn,9,20260225,185516.json,85,65,70
SCENARIO,2,Ollama,NoGuided,turn,0,20260225,150734.json,85,70,75
SCENARIO,2,Ollama,NoGuided,turn,1,20260225,153435.json,92,84,88
SCENARIO,2,Ollama,NoGuided,turn,2,20260225,155906.json,80,75,80
SCENARIO,2,Ollama,NoGuided,turn,3,20260225,162208.json,80,70,75
SCENARIO,2,Ollama,NoGuided,turn,4,20260225,165414.json,75,58,60
SCENARIO,2,Ollama,NoGuided,turn,5,20260225,172129.json,75,70,68
SCENARIO,2,Ollama,NoGuided,turn,6,20260225,174635.json,70,55,60
SCENARIO,2,Ollama,NoGuided,turn,7,20260225,180854.json,85,75,80
SCENARIO,2,Ollama,NoGuided,turn,8,20260225,183445.json,70,60,65
SCENARIO,2,Ollama,NoGuided,turn,9,20260225,185925.json,80,70,75
SCENARIO,3,Ollama,NoGuided,turn,0,20260225,151406.json,80,70,75
SCENARIO,3,Ollama,NoGuided,turn,1,20260225,153855.json,80,60,70
SCENARIO,3,Ollama,NoGuided,turn,2,20260225,160300.json,80,70,75
SCENARIO,3,Ollama,NoGuided,turn,3,20260225,162607.json,85,75,80
SCENARIO,3,Ollama,NoGuided,turn,4,20260225,165936.json,85,78,80
SCENARIO,3,Ollama,NoGuided,turn,5,20260225,172642.json,70,55,60
SCENARIO,3,Ollama,NoGuided,turn,6,20260225,175041.json,80,70,75
SCENARIO,3,Ollama,NoGuided,turn,7,20260225,181401.json,70,60,65
SCENARIO,3,Ollama,NoGuided,turn,8,20260225,183949.json,70,55,60
SCENARIO,3,Ollama,NoGuided,turn,9,20260225,190329.json,85,70,75
SCENARIO,4,Ollama,NoGuided,turn,0,20260225,151730.json,85,75,80
SCENARIO,4,Ollama,NoGuided,turn,1,20260225,154430.json,85,78,80
SCENARIO,4,Ollama,NoGuided,turn,2,20260225,160651.json,75,68,70
SCENARIO,4,Ollama,NoGuided,turn,3,20260225,163108.json,78,68,70
SCENARIO,4,Ollama,NoGuided,turn,4,20260225,170331.json,65,55,60
SCENARIO,4,Ollama,NoGuided,turn,5,20260225,173155.json,70,60,65
SCENARIO,4,Ollama,NoGuided,turn,6,20260225,175523.json,85,70,80
SCENARIO,4,Ollama,NoGuided,turn,7,20260225,181921.json,75,68,70
SCENARIO,4,Ollama,NoGuided,turn,8,20260225,184441.json,70,65,68
SCENARIO,4,Ollama,NoGuided,turn,9,20260225,191027.json,70,65,68
SCENARIO,5,Ollama,NoGuided,turn,0,20260225,152131.json,78,85,80
SCENARIO,5,Ollama,NoGuided,turn,1,20260225,154905.json,80,70,75
SCENARIO,5,Ollama,NoGuided,turn,2,20260225,161210.json,85,75,80
SCENARIO,5,Ollama,NoGuided,turn,3,20260225,163527.json,65,60,70
SCENARIO,5,Ollama,NoGuided,turn,4,20260225,170841.json,73,55,60
SCENARIO,5,Ollama,NoGuided,turn,5,20260225,173505.json,85,75,80
SCENARIO,5,Ollama,NoGuided,turn,6,20260225,175859.json,85,75,80
SCENARIO,5,Ollama,NoGuided,turn,7,20260225,182535.json,70,60,65
SCENARIO,5,Ollama,NoGuided,turn,8,20260225,184921.json,65,55,60
SCENARIO,5,Ollama,NoGuided,turn,9,20260225,191444.json,85,75,80
