SCENARIO_3_Ollama_Guided_turn_2_20260225_160134.json,80,70,75
SCENARIO_2_Ollama_AIReN_turn_2_20260226_115823.json,85,75,80
SCENARIO_5_Ollama_NoGuided_turn_2_20260225_161210.json,85,75,80
SCENARIO_3_Ollama_Guided_turn_9_20260225_190101.json,85,75,80
SCENARIO_1_Ollama_NoGuided_turn_9_20260225_185516.json,85,65,70
SCENARIO_2_Ollama_NoGuided_turn_7_20260225_180854.json,85,75,80
SCENARIO_1_Ollama_Guided_turn_3_20260225_161510.json,85,75,80
SCENARIO_3_Ollama_AIReN_turn_6_20260226_164601.json,85,72,78
SCENARIO_4_Ollama_AIReN_turn_3_20260226_133644.json,85,75,80
SCENARIO_3_Ollama_Guided_turn_7_20260225_181127.json,85,75,80
SCENARIO_2_Ollama_AIReN_turn_3_20260226_130855.json,85,78,80
SCENARIO_1_Ollama_Guided_turn_0_20260225_145850.json,85,75,80
SCENARIO_5_Ollama_NoGuided_turn_3_20260225_163527.json,65,60,70
SCENARIO_4_Ollama_NoGuided_turn_4_20260225_170331.json,65,55,60
SCENARIO_3_Ollama_NoGuided_turn_8_20260225_183949.json,70,55,60
SCENARIO_2_Ollama_NoGuided_turn_1_20260225_153435.json,92,84,88
SCENARIO_5_Ollama_NoGuided_turn_4_20260225_170841.json,73,55,60
SCENARIO_5_Ollama_Guided_turn_6_20260225_175708.json,85,75,80
SCENARIO_5_Ollama_Guided_turn_0_20260225_151956.json,85,75,80
SCENARIO_2_Ollama_Guided_turn_3_20260225_162006.json,85,70,75
SCENARIO_3_Ollama_NoGuided_turn_6_20260225_175041.json,80,70,75
SCENARIO_1_Ollama_Guided_turn_2_20260225_155051.json,78,68,70
SCENARIO_3_Ollama_AIReN_turn_5_20260226_154412.json,78,68,70
SCENARIO_1_Ollama_NoGuided_turn_6_20260225_174053.json,85,75,80
SCENARIO_4_Ollama_Guided_turn_2_20260225_160521.json,85,60,70
SCENARIO_3_Ollama_Guided_turn_5_20260225_172435.json,75,65,70
SCENARIO_1_Ollama_AIReN_turn_3_20260226_125137.json,85,75,80
SCENARIO_2_Ollama_NoGuided_turn_9_20260225_185925.json,80,70,75
SCENARIO_4_Ollama_Guided_turn_6_20260225_175301.json,85,70,80
SCENARIO_3_Ollama_Guided_turn_3_20260225_162417.json,85,70,80
SCENARIO_3_Ollama_Guided_turn_0_20260225_151154.json,60,55,58
SCENARIO_5_Ollama_AIReN_turn_8_20260226_194247.json,85,70,80
SCENARIO_1_Ollama_AIReN_turn_8_20260226_184459.json,80,70,75
SCENARIO_1_Ollama_AIReN_turn_2_20260226_114653.json,85,70,80
SCENARIO_2_Ollama_AIReN_turn_4_20260226_141922.json,75,70,80
SCENARIO_2_Ollama_Guided_turn_7_20260225_180617.json,70,60,65
SCENARIO_2_Ollama_NoGuided_turn_6_20260225_174635.json,70,55,60
SCENARIO_2_Ollama_Guided_turn_5_20260225_171740.json,75,70,68
SCENARIO_2_Ollama_AIReN_turn_8_20260226_190121.json,85,75,80
SCENARIO_4_Ollama_NoGuided_turn_0_20260225_151730.json,85,75,80
SCENARIO_1_Ollama_NoGuided_turn_1_20260225_152735.json,78,65,70
SCENARIO_5_Ollama_AIReN_turn_5_20260226_160908.json,85,75,80
SCENARIO_3_Ollama_AIReN_turn_1_20260226_110758.json,85,75,80
SCENARIO_5_Ollama_AIReN_turn_0_20260226_102148.json,85,78,80
SCENARIO_3_Ollama_AIReN_turn_8_20260226_191614.json,85,65,70
SCENARIO_4_Ollama_AIReN_turn_6_20260226_170307.json,80,70,75
SCENARIO_3_Ollama_Guided_turn_4_20260225_165734.json,85,65,70
SCENARIO_5_Ollama_AIReN_turn_1_20260226_113415.json,82,78,80
SCENARIO_1_Ollama_Guided_turn_7_20260225_180229.json,88,78,80
