SCENARIO_5_Ollama_NoGuided_turn_7_20260225_182535.json,75,70,72
SCENARIO_5_Ollama_Guided_turn_0_20260225_151956.json,85,75,80
SCENARIO_4_Ollama_NoGuided_turn_1_20260225_154430.json,85,75,80
SCENARIO_2_Ollama_AIReN_turn_9_20260301_123937_debug.json,85,78,80
SCENARIO_4_Ollama_NoGuided_turn_6_20260225_175523.json,85,75,80
SCENARIO_4_Ollama_Guided_turn_3_20260225_162913.json,85,75,80
SCENARIO_4_Ollama_AIReN_turn_6_20260301_090406_debug.json,75,70,70
SCENARIO_3_Ollama_NoGuided_turn_3_20260225_162607.json,85,75,80
SCENARIO_2_Ollama_Guided_turn_5_20260225_171740.json,85,75,80
SCENARIO_3_Ollama_AIReN_turn_1_20260226_110758.json,85,75,80
SCENARIO_5_Ollama_NoGuided_turn_3_20260225_163527.json,75,70,72
SCENARIO_2_Ollama_Guided_turn_9_20260225_185708.json,85,78,80
SCENARIO_3_Ollama_AIReN_turn_2_20260301_025436_debug.json,85,78,80
SCENARIO_2_Ollama_AIReN_turn_2_20260226_115823.json,85,75,80
SCENARIO_1_Ollama_AIReN_turn_8_20260226_184459.json,85,78,80
SCENARIO_5_Ollama_AIReN_turn_1_20260301_020206_debug.json,85,78,80
SCENARIO_2_Ollama_AIReN_turn_6_20260301_081912_debug.json,85,80,82
SCENARIO_5_Ollama_AIReN_turn_9_20260301_165711_debug.json,85,78,80
SCENARIO_4_Ollama_Guided_turn_8_20260225_184227.json,85,75,80
SCENARIO_3_Ollama_Guided_turn_9_20260225_190101.json,85,78,80
SCENARIO_2_Ollama_AIReN_turn_9_20260226_201316.json,85,80,85
SCENARIO_3_Ollama_AIReN_turn_1_20260301_013142_debug.json,85,80,82
SCENARIO_5_Ollama_AIReN_turn_9_20260226_205559.json,85,75,80
SCENARIO_3_Ollama_NoGuided_turn_6_20260225_175041.json,75,70,72
SCENARIO_4_Ollama_AIReN_turn_1_20260226_112254.json,85,75,80
SCENARIO_5_Ollama_Guided_turn_1_20260225_154717.json,85,75,80
SCENARIO_5_Ollama_AIReN_turn_3_20260301_050059_debug.json,85,75,80
SCENARIO_5_Ollama_AIReN_turn_8_20260301_120520_debug.json,85,75,80
SCENARIO_1_Ollama_AIReN_turn_0_20260226_092841.json,85,80,82
SCENARIO_3_Ollama_Guided_turn_2_20260225_160134.json,85,75,80
SCENARIO_3_Ollama_AIReN_turn_7_20260226_175443.json,85,80,80
SCENARIO_1_Ollama_AIReN_turn_2_20260226_114653.json,85,78,80
SCENARIO_1_Ollama_AIReN_turn_7_20260226_172649.json,85,78,80
SCENARIO_1_Ollama_Guided_turn_6_20260225_173814.json,75,70,72
SCENARIO_3_Ollama_AIReN_turn_6_20260226_164601.json,85,75,80
SCENARIO_3_Ollama_NoGuided_turn_1_20260225_153855.json,75,70,72
SCENARIO_4_Ollama_AIReN_turn_4_20260301_060730_debug.json,85,75,80
SCENARIO_5_Ollama_AIReN_turn_4_20260301_062028_debug.json,85,78,80
SCENARIO_5_Ollama_AIReN_turn_5_20260226_160908.json,85,80,75
SCENARIO_2_Ollama_AIReN_turn_7_20260301_095431_debug.json,85,78,80
SCENARIO_2_Ollama_NoGuided_turn_8_20260225_183445.json,85,75,80
SCENARIO_3_Ollama_Guided_turn_6_20260225_174901.json,85,75,80
SCENARIO_5_Ollama_Guided_turn_7_20260225_182327.json,85,75,80
SCENARIO_3_Ollama_AIReN_turn_5_20260226_154412.json,85,75,80
SCENARIO_4_Ollama_AIReN_turn_8_20260301_114516_debug.json,85,75,80
SCENARIO_3_Ollama_AIReN_turn_2_20260226_120846.json,85,80,82
SCENARIO_4_Ollama_Guided_turn_9_20260225_190806.json,85,78,80
SCENARIO_3_Ollama_AIReN_turn_9_20260301_125546_debug.json,85,75,80
SCENARIO_5_Ollama_Guided_turn_9_20260225_191315.json,75,70,70
SCENARIO_2_Ollama_NoGuided_turn_0_20260225_150734.json,85,78,80
SCENARIO_4_Ollama_AIReN_turn_1_20260301_014837_debug.json,85,78,80
SCENARIO_3_Ollama_AIReN_turn_4_20260301_055247_debug.json,85,80,82
SCENARIO_4_Ollama_Guided_turn_0_20260225_151543.json,85,78,80
SCENARIO_5_Ollama_AIReN_turn_7_20260226_182748.json,85,75,80
SCENARIO_1_Ollama_AIReN_turn_0_20260227_225021.json,85,75,80
SCENARIO_3_Ollama_AIReN_turn_0_20260301_001233_debug.json,85,80,82
SCENARIO_2_Ollama_AIReN_turn_1_20260226_105323.json,85,78,80
SCENARIO_3_Ollama_AIReN_turn_6_20260301_084133_debug.json,85,75,80
SCENARIO_5_Ollama_NoGuided_turn_2_20260225_161210.json,85,78,80
SCENARIO_3_Ollama_AIReN_turn_0_20260226_095909.json,85,75,80
SCENARIO_3_Ollama_Guided_turn_5_20260225_172435.json,85,78,80
SCENARIO_3_Ollama_AIReN_turn_9_20260226_202301.json,85,80,82
SCENARIO_4_Ollama_Guided_turn_1_20260225_154206.json,85,75,80
SCENARIO_4_Ollama_AIReN_turn_9_20260226_204140.json,85,75,80
SCENARIO_2_Ollama_NoGuided_turn_7_20260225_180854.json,75,85,80
SCENARIO_2_Ollama_AIReN_turn_3_20260301_041859_debug.json,85,75,80
SCENARIO_4_Ollama_NoGuided_turn_9_20260225_191027.json,85,75,80
SCENARIO_5_Ollama_AIReN_turn_4_20260226_150222.json,85,75,80
SCENARIO_5_Ollama_Guided_turn_8_20260225_184718.json,85,75,80
SCENARIO_4_Ollama_Guided_turn_7_20260225_181649.json,75,70,72
SCENARIO_1_Ollama_NoGuided_turn_6_20260225_174053.json,85,75,80
SCENARIO_5_Ollama_AIReN_turn_1_20260226_113415.json,85,75,80
SCENARIO_5_Ollama_AIReN_turn_6_20260301_092035_debug.json,85,75,80
SCENARIO_5_Ollama_AIReN_turn_8_20260226_194247.json,85,78,80
SCENARIO_4_Ollama_AIReN_turn_6_20260226_170307.json,85,80,82
SCENARIO_1_Ollama_Guided_turn_1_20260225_152501.json,85,80,85
SCENARIO_2_Ollama_AIReN_turn_5_20260226_153306.json,85,80,82
SCENARIO_1_Ollama_AIReN_turn_7_20260301_093643_debug.json,85,78,80
SCENARIO_1_Ollama_AIReN_turn_5_20260226_151917.json,85,75,80
SCENARIO_1_Ollama_NoGuided_turn_4_20260225_164001.json,85,75,80
SCENARIO_1_Ollama_NoGuided_turn_2_20260225_155244.json,85,75,80
SCENARIO_1_Ollama_NoGuided_turn_1_20260225_152735.json,75,70,72
SCENARIO_1_Ollama_NoGuided_turn_0_20260225_150048.json,85,75,80
SCENARIO_4_Ollama_Guided_turn_5_20260225_172957.json,85,75,80
SCENARIO_3_Ollama_AIReN_turn_7_20260301_100709_debug.json,85,80,82
SCENARIO_1_Ollama_NoGuided_turn_5_20260225_171512.json,85,75,80
SCENARIO_3_Ollama_NoGuided_turn_0_20260225_151406.json,85,78,80
SCENARIO_2_Ollama_Guided_turn_6_20260225_174419.json,85,75,80
SCENARIO_2_Ollama_NoGuided_turn_2_20260225_155906.json,85,75,80
SCENARIO_1_Ollama_NoGuided_turn_3_20260225_161646.json,85,75,80
SCENARIO_3_Ollama_NoGuided_turn_2_20260225_160300.json,75,70,72
SCENARIO_3_Ollama_Guided_turn_4_20260225_165734.json,85,75,80
